"","Target","Age","Smstr1.GPA","Smstr2.GPA","GPA","Gender","Mart.Stat","Nationality","Mom.Ed","Mom.Occp","Dad.Ed","Dad.Occp","Course","Admission.Grade","Scholarship","Age.Group","Grade"
"2027","Dropout",20,2.88,2.64,2.76,0,1,1,38,4,19,3,9670,106.6,0,"B_early_20s","B-"
"2028","Graduate",20,3.15,3.15,3.15,0,1,1,1,3,3,2,9500,121.3,0,"B_early_20s","B"
"2029","Enrolled",20,2.83,3.15,2.99,0,1,1,37,9,38,9,9085,120.4,0,"B_early_20s","B-"
"2030","Graduate",20,3.25,3.38,3.32,0,1,26,3,2,37,8,9238,132.5,0,"B_early_20s","B+"
"2031","Dropout",20,0,0,0,1,1,1,1,4,19,7,9070,120,0,"B_early_20s","F"
"2032","Enrolled",20,2.5,3,2.75,1,1,1,19,5,19,7,9147,118.4,0,"B_early_20s","B-"
"2033","Enrolled",20,2.55,2.75,2.65,1,1,1,19,5,1,10,9147,121.8,0,"B_early_20s","C+"
"2034","Dropout",20,0,0,0,1,1,1,1,4,1,4,9147,95,0,"B_early_20s","F"
"2035","Enrolled",20,2.75,3,2.88,1,1,1,19,7,1,4,9147,117.8,0,"B_early_20s","B-"
"2036","Enrolled",20,2.75,3.17,2.96,1,1,1,1,3,1,3,9130,143.9,0,"B_early_20s","B-"
"2037","Graduate",20,3.65,3.55,3.6,1,1,1,38,8,19,8,9085,117.2,0,"B_early_20s","B+"
"2038","Graduate",20,3.04,3,3.02,1,1,1,1,9,1,9,8014,118.1,0,"B_early_20s","B"
"2039","Enrolled",20,3.1,2.71,2.91,1,1,1,3,4,19,5,9147,116.8,0,"B_early_20s","B-"
"2040","Graduate",20,2.88,2.92,2.9,0,2,1,37,5,37,5,9238,120.4,0,"B_early_20s","B-"
"2041","Graduate",20,3.38,3.41,3.4,0,1,1,37,9,37,8,9070,136.7,0,"B_early_20s","B+"
"2042","Graduate",20,3.03,3.39,3.21,0,1,1,37,9,1,4,9670,110,1,"B_early_20s","B"
"2043","Enrolled",20,3.35,3.25,3.3,0,1,1,1,4,19,8,9670,134.7,0,"B_early_20s","B+"
"2044","Enrolled",20,3.33,3.5,3.42,0,1,1,37,4,37,6,9003,113.2,0,"B_early_20s","B+"
"2045","Dropout",20,3,2.5,2.75,0,1,1,38,7,12,0,9853,111.5,1,"B_early_20s","B-"
"2046","Graduate",20,3.17,3.44,3.3,0,1,1,19,7,37,4,9670,134.3,0,"B_early_20s","B+"
"2047","Graduate",20,3.46,3.14,3.3,0,1,1,37,191,37,182,9853,106.1,1,"B_early_20s","B+"
"2048","Graduate",20,3.21,2.79,3,0,1,1,1,1,1,1,9070,110.8,0,"B_early_20s","B"
"2049","Enrolled",20,2.75,3.3,3.02,0,1,1,1,5,19,7,9147,118,0,"B_early_20s","B"
"2050","Graduate",20,3.08,2.67,2.88,0,1,1,37,7,37,8,9238,129.7,1,"B_early_20s","B-"
"2051","Graduate",20,3.21,3.45,3.33,0,1,1,37,9,37,8,9500,130.6,0,"B_early_20s","B+"
"2052","Graduate",20,3.46,3.12,3.29,0,1,1,3,4,19,5,9773,105,0,"B_early_20s","B"
"2053","Dropout",20,0,0,0,0,1,1,38,7,38,7,9773,115,0,"B_early_20s","F"
"2054","Graduate",20,2.88,2.69,2.79,0,1,1,1,5,38,1,9670,113.5,0,"B_early_20s","B-"
"2055","Graduate",20,3.1,3.1,3.1,0,1,1,1,5,19,10,9070,127,0,"B_early_20s","B"
"2056","Graduate",20,3.2,3.39,3.3,0,1,1,38,5,38,7,9238,129.1,1,"B_early_20s","B+"
"2057","Graduate",20,3.56,2.75,3.16,0,1,1,37,9,1,9,9238,138.4,1,"B_early_20s","B"
"2058","Dropout",20,3.6,3.5,3.55,0,1,1,1,4,1,5,9085,166.6,1,"B_early_20s","B+"
"2059","Enrolled",20,2.5,2.7,2.6,1,1,1,3,2,1,1,9254,137.2,0,"B_early_20s","C+"
"2060","Enrolled",20,3.3,3,3.15,1,1,1,2,6,2,6,9085,130,0,"B_early_20s","B"
"2061","Graduate",20,0,0,0,1,1,41,19,4,1,7,171,131.4,0,"B_early_20s","F"
"2062","Dropout",20,3.46,3.25,3.36,1,1,1,1,8,19,8,9773,117.1,0,"B_early_20s","B+"
"2063","Graduate",20,3.33,3.67,3.5,0,1,1,37,9,37,9,9070,126.7,1,"B_early_20s","B+"
"2064","Graduate",20,3.88,3.04,3.46,1,1,1,37,9,37,9,9070,125.9,1,"B_early_20s","B+"
"2065","Graduate",20,3.08,3.25,3.16,1,1,1,1,3,1,3,9254,112.4,0,"B_early_20s","B"
"2066","Enrolled",20,0,0,0,1,1,1,3,1,19,10,171,144.7,0,"B_early_20s","F"
"2067","Enrolled",20,2.55,2.8,2.67,1,1,1,38,5,38,10,9147,111.3,0,"B_early_20s","C+"
"2068","Enrolled",20,3,3.1,3.05,0,1,1,1,4,1,4,9130,150,0,"B_early_20s","B"
"2069","Graduate",20,3.79,3.79,3.79,0,1,1,1,9,1,9,9085,133,1,"B_early_20s","A-"
"2070","Enrolled",20,2.96,3.58,3.27,0,1,1,3,132,3,132,9853,110.6,0,"B_early_20s","B"
"2071","Dropout",20,2.92,2.62,2.77,0,1,1,1,5,1,4,9670,106.7,0,"B_early_20s","B-"
"2072","Graduate",20,3.2,3.08,3.14,0,1,1,1,9,34,9,9773,124.8,1,"B_early_20s","B"
"2073","Graduate",20,0,0,0,0,1,1,19,5,1,4,171,137.6,1,"B_early_20s","F"
"2074","Enrolled",20,2.88,2.5,2.69,0,1,1,19,9,1,3,9147,113.5,0,"B_early_20s","C+"
"2075","Dropout",20,0,0,0,0,1,1,1,4,3,7,9773,129.7,0,"B_early_20s","F"
"2076","Enrolled",20,2.79,2.88,2.84,0,1,1,3,9,1,3,9070,121.3,0,"B_early_20s","B-"
"2077","Enrolled",20,3.12,2.88,3,0,1,1,1,4,37,5,9070,130.8,0,"B_early_20s","B"
"2078","Enrolled",20,3.37,3.29,3.33,0,1,1,19,3,37,5,9500,125.4,1,"B_early_20s","B+"
"2079","Enrolled",20,3.68,3.3,3.49,0,1,6,1,4,19,7,9085,131.6,0,"B_early_20s","B+"
"2080","Graduate",20,3.14,3.32,3.23,0,1,1,19,9,19,9,9238,106,1,"B_early_20s","B"
"2081","Dropout",20,2.92,2.75,2.84,0,1,1,39,3,3,3,9254,128.7,0,"B_early_20s","B-"
"2082","Graduate",20,3.48,3.53,3.5,0,1,1,1,4,19,4,9500,129.9,1,"B_early_20s","B+"
"2083","Dropout",20,2.69,2.5,2.59,1,1,1,34,0,38,3,9773,105.9,0,"B_early_20s","C+"
"2084","Graduate",20,3.46,3.2,3.33,1,1,1,19,4,19,5,9254,126.9,0,"B_early_20s","B+"
"2085","Graduate",20,3.29,3.12,3.2,1,1,1,1,191,1,193,9254,114.5,0,"B_early_20s","B"
"2086","Graduate",20,3.25,2.81,3.03,0,1,1,38,9,38,5,9773,133.1,1,"B_early_20s","B"
"2087","Dropout",20,2.5,0,1.25,0,1,1,19,9,19,9,9147,126.3,0,"B_early_20s","D"
"2088","Dropout",20,0,0,0,0,1,1,1,7,1,7,9670,116.5,0,"B_early_20s","F"
"2089","Enrolled",20,2.81,2.5,2.66,0,1,1,19,5,1,5,9238,130,0,"B_early_20s","C+"
"2090","Dropout",20,0,0,0,0,1,1,38,7,19,10,171,134.6,0,"B_early_20s","F"
"2091","Graduate",20,3.19,3.35,3.27,0,1,1,19,5,1,4,9085,135.7,0,"B_early_20s","B"
"2092","Graduate",20,3.31,3.58,3.45,0,1,1,1,3,1,3,171,140.1,0,"B_early_20s","B+"
"2093","Graduate",20,3.39,3.17,3.28,1,1,1,1,4,19,8,9003,140,0,"B_early_20s","B"
"2094","Enrolled",20,3.62,3.39,3.5,0,1,1,3,134,1,135,9500,107.8,1,"B_early_20s","B+"
"2095","Graduate",20,2.9,3.1,3,0,1,1,19,4,1,3,9500,117.2,0,"B_early_20s","B"
"2096","Graduate",20,2.95,2.9,2.92,0,1,1,37,191,38,143,9147,101.7,1,"B_early_20s","B-"
"2097","Graduate",20,3.08,3.08,3.08,0,1,1,19,9,19,8,9254,119.9,0,"B_early_20s","B"
"2098","Graduate",20,3.25,3.25,3.25,0,1,1,1,4,38,7,9500,124.3,1,"B_early_20s","B"
"2099","Graduate",20,3.62,3.38,3.5,0,1,1,38,9,38,9,9070,123.7,0,"B_early_20s","B+"
"2100","Graduate",20,3,3.21,3.1,0,1,1,1,4,38,9,9085,100,1,"B_early_20s","B"
"2101","Graduate",20,3.2,3.2,3.2,0,1,1,37,9,37,7,9500,117.8,1,"B_early_20s","B"
"2102","Graduate",20,3.1,3.24,3.17,0,1,1,1,9,19,6,9500,121.5,1,"B_early_20s","B"
"2103","Graduate",20,3.17,3.17,3.17,0,1,1,19,4,19,10,9500,116.8,0,"B_early_20s","B"
"2104","Dropout",20,0,0,0,0,1,1,19,7,19,7,9070,117,0,"B_early_20s","F"
"2105","Graduate",20,3.28,3.7,3.49,0,1,1,1,9,19,8,9500,100,0,"B_early_20s","B+"
"2106","Dropout",20,0,0,0,0,1,1,3,2,1,3,171,117.3,0,"B_early_20s","F"
"2107","Graduate",20,3.29,3.17,3.23,0,1,1,1,4,19,0,9070,120.1,1,"B_early_20s","B"
"2108","Graduate",20,2.75,3.29,3.02,0,1,1,38,132,19,103,9773,146,0,"B_early_20s","B"
"2109","Dropout",20,3,2.89,2.95,0,1,1,19,4,19,4,9773,121.3,0,"B_early_20s","B-"
"2110","Dropout",20,0,0,0,0,1,1,12,5,3,8,9670,106.5,0,"B_early_20s","F"
"2111","Graduate",20,3.17,3.21,3.19,0,1,1,1,5,4,3,9773,124.9,1,"B_early_20s","B"
"2112","Dropout",20,3.73,3.73,3.73,0,1,1,34,0,34,0,9500,123.3,1,"B_early_20s","A-"
"2113","Graduate",20,3.1,3.17,3.13,0,1,1,19,90,36,7,9085,134.9,0,"B_early_20s","B"
"2114","Enrolled",20,3.16,3.12,3.14,0,1,1,38,9,19,7,9500,106.7,1,"B_early_20s","B"
"2115","Graduate",20,3.17,3.39,3.28,0,1,1,38,9,19,5,9500,144.3,0,"B_early_20s","B"
"2116","Graduate",20,3.08,3.08,3.08,0,1,1,19,5,38,9,9500,129.5,1,"B_early_20s","B"
"2117","Graduate",20,3.33,3.3,3.32,0,1,1,1,5,1,5,9670,105.4,0,"B_early_20s","B+"
"2118","Dropout",20,0,0,0,0,1,1,37,5,37,6,9254,114.3,0,"B_early_20s","F"
"2119","Graduate",20,3.48,3.56,3.52,0,1,1,19,4,19,6,9085,147.6,0,"B_early_20s","B+"
"2120","Dropout",20,3.75,3.44,3.59,0,1,1,1,2,1,2,9670,130.8,0,"B_early_20s","B+"
"2121","Enrolled",20,3,3.16,3.08,0,1,1,37,9,37,9,9147,122.6,1,"B_early_20s","B"
"2122","Graduate",20,2.95,2.96,2.96,0,1,41,1,9,37,7,9773,130.8,1,"B_early_20s","B-"
"2123","Graduate",20,3.55,3.32,3.43,0,1,1,19,3,19,9,9147,112.6,1,"B_early_20s","B+"
"2124","Dropout",20,3.5,3.46,3.48,0,1,1,3,2,1,7,9773,124,1,"B_early_20s","B+"
"2125","Dropout",20,2.5,2.75,2.62,0,1,1,37,9,37,7,9147,132.3,0,"B_early_20s","C+"
"2126","Graduate",20,2.9,2.94,2.92,0,1,1,1,194,38,163,9238,112.3,1,"B_early_20s","B-"
"2127","Enrolled",20,2.69,2.88,2.79,0,1,1,1,9,1,9,9238,113.2,1,"B_early_20s","B-"
"2128","Graduate",20,2.8,3,2.9,0,1,1,38,5,38,7,9238,138,0,"B_early_20s","B-"
"2129","Graduate",20,3.04,2.92,2.98,0,1,1,1,4,19,4,9238,127.3,0,"B_early_20s","B-"
"2130","Graduate",20,3.28,3.3,3.29,1,1,1,38,9,37,9,9003,150,0,"B_early_20s","B"
"2131","Graduate",20,3.71,4,3.86,0,1,1,19,4,39,8,9254,153.5,0,"B_early_20s","A-"
"2132","Graduate",20,2.96,3.21,3.08,0,1,1,38,9,37,5,9773,127.9,0,"B_early_20s","B"
"2133","Graduate",20,2.95,2.88,2.92,0,1,1,1,3,1,3,9238,131.4,0,"B_early_20s","B-"
"2134","Graduate",20,3.12,3.54,3.33,0,1,1,38,9,38,10,9670,100,0,"B_early_20s","B+"
"2135","Graduate",20,3.12,3.12,3.12,0,1,1,19,9,37,7,9500,121.3,1,"B_early_20s","B"
"2136","Graduate",20,2.93,3.16,3.04,0,1,1,19,9,37,9,9238,113,1,"B_early_20s","B"
"2137","Graduate",20,3.26,3.26,3.26,1,1,1,38,7,19,9,9500,115.5,1,"B_early_20s","B"
"2138","Graduate",20,2.75,2.88,2.82,1,1,1,19,5,37,7,9670,119.1,1,"B_early_20s","B-"
"2139","Enrolled",20,2.84,3.45,3.14,1,1,1,1,4,1,9,9070,132.9,1,"B_early_20s","B"
"2140","Graduate",20,3.15,2.88,3.01,1,1,1,36,0,37,0,9773,126.7,0,"B_early_20s","B"
"2141","Graduate",20,3.7,4.4,4.05,1,1,11,4,2,12,9,9119,119.5,0,"B_early_20s","A"
"2142","Graduate",20,0,0,0,1,1,1,3,2,3,2,171,140,0,"B_early_20s","F"
"2143","Graduate",20,3.59,3.66,3.62,0,1,1,19,9,37,7,9500,129.8,0,"B_early_20s","B+"
"2144","Enrolled",20,3.38,3.5,3.44,0,1,1,19,194,1,103,9853,115.3,0,"B_early_20s","B+"
"2145","Enrolled",20,2.8,3,2.9,0,1,1,19,7,37,7,9238,103.5,0,"B_early_20s","B-"
"2146","Graduate",20,3,3.75,3.38,0,1,1,19,7,38,7,9085,113.9,1,"B_early_20s","B+"
"2147","Enrolled",20,2.65,2.79,2.72,0,1,1,1,5,38,8,9238,105.9,1,"B_early_20s","B-"
"2148","Enrolled",20,3.36,3.17,3.26,0,1,1,1,4,12,5,9085,124.3,0,"B_early_20s","B"
"2149","Dropout",20,3.36,3.47,3.42,1,1,1,1,3,19,5,9119,133.6,0,"B_early_20s","B+"
"2150","Graduate",20,3.76,3.76,3.76,1,1,1,1,9,1,9,9500,120,0,"B_early_20s","A-"
"2151","Dropout",20,0,0,0,0,1,1,19,9,19,9,171,134.9,0,"B_early_20s","F"
"2152","Enrolled",20,3.33,3.25,3.29,0,1,1,1,3,1,9,9130,138,0,"B_early_20s","B"
"2153","Graduate",20,3.15,3.08,3.12,0,1,1,19,90,19,90,9085,122,0,"B_early_20s","B"
"2154","Dropout",20,3,2.5,2.75,0,1,1,1,4,12,9,9853,113.2,0,"B_early_20s","B-"
"2155","Dropout",20,2.88,3.42,3.15,1,1,1,37,9,37,4,9003,140,0,"B_early_20s","B"
"2156","Dropout",20,0,0,0,1,1,1,1,4,1,1,171,119.4,0,"B_early_20s","F"
"2157","Graduate",20,3,2.79,2.9,1,1,1,19,5,37,7,9238,129.9,1,"B_early_20s","B-"
"2158","Enrolled",20,2.9,3.06,2.98,1,1,1,3,2,1,3,9119,114,0,"B_early_20s","B-"
"2159","Enrolled",20,3,3.25,3.12,1,1,1,1,4,19,5,9147,117.8,0,"B_early_20s","B"
"2160","Dropout",20,0,0,0,1,1,1,37,7,37,7,9147,112,0,"B_early_20s","F"
"2161","Graduate",20,3.21,3.08,3.14,1,1,1,38,9,38,8,9003,150,0,"B_early_20s","B"
"2162","Enrolled",20,2.96,2.6,2.78,1,1,1,19,4,19,3,9254,135,0,"B_early_20s","B-"
"2163","Dropout",20,2.75,0,1.38,1,1,1,10,9,12,9,9119,120.4,0,"B_early_20s","D+"
"2164","Enrolled",20,2.9,2.88,2.89,1,1,1,3,7,3,1,9003,130,0,"B_early_20s","B-"
"2165","Enrolled",20,3,3.12,3.06,1,1,1,1,9,3,10,9119,123.7,0,"B_early_20s","B"
"2166","Dropout",20,3.3,0,1.65,1,1,1,1,4,1,9,9085,116.7,1,"B_early_20s","D+"
"2167","Graduate",20,3.35,3.57,3.46,0,1,1,1,4,3,2,9085,142.8,1,"B_early_20s","B+"
"2168","Graduate",20,3.25,3.71,3.48,1,1,1,19,4,19,0,9119,126.1,0,"B_early_20s","B+"
"2169","Graduate",20,2.88,2.75,2.82,1,1,1,1,9,3,9,9773,116,0,"B_early_20s","B-"
"2170","Dropout",20,2.69,2.62,2.66,1,1,1,3,2,4,2,9130,110,0,"B_early_20s","C+"
"2171","Graduate",20,3.4,3.67,3.54,1,1,1,1,5,37,5,9556,128,0,"B_early_20s","B+"
"2172","Graduate",20,3.36,3.15,3.26,1,1,1,1,4,38,4,9003,160,1,"B_early_20s","B"
"2173","Dropout",20,3,0,1.5,1,1,1,1,90,1,90,9670,119,0,"B_early_20s","D+"
"2174","Enrolled",20,0,0,0,1,1,1,37,9,19,8,171,141.4,1,"B_early_20s","F"
"2175","Dropout",20,3.2,0,1.6,1,1,1,19,9,1,4,9085,101.3,0,"B_early_20s","D+"
"2176","Dropout",20,3,2.92,2.96,0,1,1,38,7,19,7,9853,117.5,0,"B_early_20s","B-"
"2177","Dropout",20,0,0,0,1,1,1,37,9,19,5,9119,140.2,0,"B_early_20s","F"
"2178","Enrolled",20,3.21,3.19,3.2,1,1,41,2,2,3,4,33,100,0,"B_early_20s","B"
"2179","Enrolled",20,3,2.75,2.88,0,1,1,19,5,19,5,9130,140,0,"B_early_20s","B-"
"2180","Enrolled",20,3.29,3.5,3.4,0,1,1,37,3,1,9,9085,106,0,"B_early_20s","B+"
"2181","Graduate",20,0,0,0,1,1,1,29,9,38,8,171,122,0,"B_early_20s","F"
"2182","Enrolled",20,3.14,2.91,3.03,1,1,1,38,9,38,9,9003,130,0,"B_early_20s","B"
"2183","Graduate",20,3.25,3.25,3.25,1,1,1,3,3,19,9,9254,98.9,0,"B_early_20s","B"
"2184","Graduate",20,3.21,2.95,3.08,0,1,1,1,9,1,10,9670,116.3,1,"B_early_20s","B"
"2185","Dropout",20,3,3.19,3.09,1,1,1,19,4,3,0,9670,137.9,0,"B_early_20s","B"
"2186","Graduate",20,3.57,3.7,3.63,1,1,1,3,2,1,3,9070,149.8,0,"B_early_20s","B+"
"2187","Graduate",20,3,2.75,2.88,0,1,1,37,9,19,9,8014,123.8,0,"B_early_20s","B-"
"2188","Dropout",20,2.85,2.75,2.8,0,1,1,3,3,3,3,9254,126.1,0,"B_early_20s","B-"
"2189","Graduate",20,3.25,3.77,3.51,0,1,1,19,3,19,10,9556,113.3,1,"B_early_20s","B+"
"2190","Dropout",20,3.38,0,1.69,0,1,1,1,2,1,9,9853,121.9,0,"B_early_20s","D+"
"2191","Graduate",20,3.08,3.15,3.12,0,1,1,38,9,1,3,9085,118.3,0,"B_early_20s","B"
"2192","Enrolled",20,2.94,2.62,2.78,0,1,1,37,9,19,8,9085,129,0,"B_early_20s","B-"
"2193","Graduate",20,0,0,0,0,1,1,37,9,37,9,171,143.3,1,"B_early_20s","F"
"2194","Enrolled",20,0,0,0,0,1,1,3,1,3,2,171,152.5,0,"B_early_20s","F"
"2195","Graduate",20,3.54,2.94,3.24,0,1,1,37,9,37,1,9085,123.2,0,"B_early_20s","B"
"2196","Graduate",20,2.83,3.08,2.96,0,1,1,1,5,1,6,9238,140.5,1,"B_early_20s","B-"
"2197","Dropout",20,3,2.9,2.95,1,1,1,19,9,1,4,9670,117.7,0,"B_early_20s","B-"
"2198","Enrolled",20,0,0,0,1,1,1,19,9,1,9,171,121.2,0,"B_early_20s","F"
"2199","Graduate",20,3.35,3.35,3.35,0,1,1,19,5,19,4,9500,131.5,1,"B_early_20s","B+"
"2200","Graduate",20,3.54,3.26,3.4,0,1,1,38,7,38,7,9500,133.2,1,"B_early_20s","B+"
"2201","Enrolled",20,3,2.69,2.84,0,1,1,38,4,37,9,9130,130,1,"B_early_20s","B-"
"2202","Graduate",20,2.9,3.2,3.05,1,1,1,3,5,3,10,9147,116.5,0,"B_early_20s","B"
"2203","Dropout",20,3.25,3,3.12,1,1,1,19,90,19,8,9130,133.9,0,"B_early_20s","B"
"2204","Enrolled",20,2.95,3,2.98,1,1,1,39,3,39,3,9070,134.2,0,"B_early_20s","B-"
"2205","Enrolled",20,0,2.62,1.31,1,1,1,19,5,3,2,9119,150,0,"B_early_20s","D+"
"2206","Dropout",20,0,0,0,1,1,1,3,2,1,9,9119,116,0,"B_early_20s","F"
"2207","Graduate",20,3.17,2.96,3.06,0,1,1,19,191,19,171,9238,119.3,0,"B_early_20s","B"
"2208","Dropout",20,0,0,0,1,1,1,1,0,3,0,9773,148.7,0,"B_early_20s","F"
"2209","Dropout",20,3.08,0,1.54,0,1,26,38,9,3,3,9254,127.3,0,"B_early_20s","D+"
"2210","Dropout",20,0,0,0,1,1,1,1,4,37,7,9070,127.9,0,"B_early_20s","F"
"2211","Graduate",20,3.62,3.17,3.4,0,1,1,3,3,3,3,9238,111.6,0,"B_early_20s","B+"
"2212","Graduate",20,2.85,2.88,2.87,0,1,1,38,191,38,192,9238,118,1,"B_early_20s","B-"
"2213","Enrolled",20,3.3,2.85,3.08,1,1,1,3,3,1,3,9147,121,0,"B_early_20s","B"
"2214","Graduate",20,3.5,3.67,3.58,1,1,1,3,2,3,10,9003,160,0,"B_early_20s","B+"
"2215","Graduate",20,3.54,3.08,3.31,1,1,1,1,4,4,2,9070,131.4,0,"B_early_20s","B+"
"2216","Dropout",20,2.62,0,1.31,1,1,1,1,5,1,4,9254,111.9,0,"B_early_20s","D+"
"2217","Graduate",20,3.65,3.58,3.62,1,1,1,37,9,19,8,171,142.2,1,"B_early_20s","B+"
"2218","Dropout",20,3.25,0,1.62,1,1,1,1,4,1,4,9500,115,1,"B_early_20s","D+"
"2219","Graduate",20,3.92,3.75,3.84,1,1,1,1,4,1,10,9500,125,0,"B_early_20s","A-"
"2220","Graduate",20,3.04,3.19,3.12,1,1,1,19,7,19,7,9773,134.4,1,"B_early_20s","B"
"2221","Graduate",20,3.33,3.17,3.25,0,1,1,1,3,37,0,9773,110,0,"B_early_20s","B"
"2222","Graduate",20,3.33,3.54,3.44,0,1,1,1,4,37,8,9238,145.6,1,"B_early_20s","B+"
"2223","Graduate",20,3.12,3.12,3.12,0,1,1,37,5,37,7,9500,127.5,0,"B_early_20s","B"
"2224","Graduate",20,3.12,3.23,3.17,0,1,1,19,9,38,10,9500,116.7,0,"B_early_20s","B"
"2225","Enrolled",20,3.05,3.65,3.35,0,1,1,19,1,19,1,9670,100,0,"B_early_20s","B+"
"2226","Enrolled",20,3.55,3.38,3.46,0,1,1,1,3,1,7,9085,140,0,"B_early_20s","B+"
"2227","Graduate",20,3.75,3.62,3.68,0,2,1,12,9,19,9,9070,123.2,1,"B_early_20s","B+"
"2228","Graduate",20,2.94,3.08,3.01,0,1,1,38,5,37,5,9500,115,0,"B_early_20s","B"
"2229","Enrolled",20,0,0,0,0,1,1,19,9,1,4,9500,125.8,1,"B_early_20s","F"
"2230","Graduate",20,3.25,3.45,3.35,0,1,1,1,5,1,4,9670,108,1,"B_early_20s","B+"
"2231","Graduate",20,3.18,3.43,3.31,0,1,1,1,4,1,4,9500,115.2,1,"B_early_20s","B+"
"2232","Graduate",20,3.08,3.25,3.16,0,1,1,1,3,19,4,9085,116.7,0,"B_early_20s","B"
"2233","Enrolled",20,3.16,2.75,2.96,0,1,1,19,5,3,2,9238,112.6,0,"B_early_20s","B-"
"2234","Graduate",20,3.71,3.04,3.38,0,1,1,2,2,19,4,9085,123.3,1,"B_early_20s","B+"
"2235","Graduate",20,3.38,3.12,3.25,0,1,1,1,191,19,102,9238,143,0,"B_early_20s","B"
"2236","Enrolled",20,3.57,3.25,3.41,0,1,1,1,3,2,3,9085,140,0,"B_early_20s","B+"
"2237","Graduate",20,2.9,2.94,2.92,0,1,1,37,9,37,7,9254,108,1,"B_early_20s","B-"
"2238","Dropout",20,0,0,0,0,1,1,19,0,9,0,9254,121.5,1,"B_early_20s","F"
"2239","Graduate",20,2.88,3.32,3.1,0,1,1,19,6,19,6,9238,106.1,0,"B_early_20s","B"
"2240","Graduate",20,2.9,2.88,2.89,0,1,22,37,9,37,9,9670,148.9,0,"B_early_20s","B-"
"2241","Dropout",20,2.92,2.75,2.84,0,1,1,38,9,37,9,9853,120.3,0,"B_early_20s","B-"
"2242","Graduate",20,3.2,3.21,3.2,0,1,1,19,9,1,1,9500,122.2,0,"B_early_20s","B"
"2243","Dropout",20,3.38,2.81,3.09,0,1,1,38,7,19,7,9556,121.5,0,"B_early_20s","B"
"2244","Enrolled",20,3.25,3,3.12,0,1,1,37,9,37,9,9085,150,0,"B_early_20s","B"
"2245","Dropout",20,3.25,3,3.12,0,1,1,38,4,37,10,9085,140,0,"B_early_20s","B"
"2246","Graduate",20,3.32,3.45,3.38,0,1,1,38,5,38,9,9670,105,0,"B_early_20s","B+"
"2247","Graduate",20,3.16,3.16,3.16,0,1,1,19,4,19,8,9500,127.3,1,"B_early_20s","B"
"2248","Graduate",20,3.14,3.21,3.17,0,1,1,3,2,3,2,9130,140,0,"B_early_20s","B"
"2249","Graduate",20,2.7,3,2.85,0,1,1,1,4,1,3,8014,123,0,"B_early_20s","B-"
"2250","Dropout",20,3,2.67,2.84,0,1,1,34,3,19,0,9773,141,0,"B_early_20s","B-"
"2251","Graduate",20,2.97,3.61,3.29,0,1,1,19,9,38,9,9238,121.7,1,"B_early_20s","B"
"2252","Graduate",20,2.67,2.96,2.82,0,1,1,38,175,38,183,9238,113.2,0,"B_early_20s","B-"
"2253","Dropout",20,3.44,3.44,3.44,0,1,1,38,5,1,7,9500,118.4,1,"B_early_20s","B+"
"2254","Graduate",20,2.83,3.05,2.94,0,1,1,19,4,37,5,9147,113.8,0,"B_early_20s","B-"
"2255","Dropout",20,3.25,2.88,3.06,0,1,1,19,5,19,8,9147,127.9,1,"B_early_20s","B"
"2256","Graduate",20,3.38,2.82,3.1,0,1,1,38,4,37,9,9085,117.9,0,"B_early_20s","B"
"2257","Graduate",20,3.03,3.61,3.32,0,1,1,38,5,37,5,9238,108,1,"B_early_20s","B+"
"2258","Graduate",20,3.46,3.32,3.39,0,1,1,1,3,19,3,9853,122.9,0,"B_early_20s","B+"
"2259","Graduate",20,3.64,3.64,3.64,0,1,1,1,1,3,2,9500,133,1,"B_early_20s","B+"
"2260","Dropout",20,0,0,0,0,1,1,19,7,37,9,9238,104.1,0,"B_early_20s","F"
"2261","Graduate",20,3.21,3.46,3.34,0,1,1,1,9,1,3,9238,135.7,0,"B_early_20s","B+"
"2262","Graduate",20,3,2.8,2.9,0,1,1,38,9,38,9,9147,117.3,0,"B_early_20s","B-"
"2263","Graduate",20,3.89,4.29,4.09,0,1,1,3,2,3,1,9670,129.3,0,"B_early_20s","A"
"2264","Graduate",20,3,3.19,3.09,0,1,1,1,4,38,3,9238,118.3,1,"B_early_20s","B"
"2265","Dropout",20,3.04,3.22,3.13,0,1,1,37,9,19,3,9853,133,0,"B_early_20s","B"
"2266","Dropout",20,3.05,3.08,3.06,1,1,1,1,5,1,5,9773,125.8,0,"B_early_20s","B"
"2267","Enrolled",20,2.62,3.06,2.84,1,1,1,1,5,38,7,9147,122,0,"B_early_20s","B-"
"2268","Enrolled",20,3.54,3.53,3.54,1,1,1,1,9,1,8,9119,180,1,"B_early_20s","B+"
"2269","Dropout",20,0,0,0,1,1,1,38,4,37,6,171,128,0,"B_early_20s","F"
"2270","Dropout",20,2.88,2.92,2.9,1,1,1,34,0,34,0,9254,138.6,0,"B_early_20s","B-"
"2271","Enrolled",20,2.67,2.88,2.78,1,1,1,5,2,3,2,9003,130,0,"B_early_20s","B-"
"2272","Enrolled",20,3.36,2.88,3.12,1,1,1,19,4,38,4,9070,138.3,0,"B_early_20s","B"
"2273","Dropout",20,0,0,0,1,1,1,1,4,19,8,9147,95,0,"B_early_20s","F"
"2274","Graduate",20,3.43,3.68,3.56,1,1,1,1,4,1,8,9254,145.2,0,"B_early_20s","B+"
