"","Marital.status","App.Mode","App.Order","Course","Daytime.evening.attendance","Prev.Qual","Prev.Qual.Grade","Nationality","Mother.Quals","Father.Quals","Mother.Occupation","Father.Occupation","Admission.Grade","Displaced","Ed.Special.Needs","Debtor","Fees.Updated","Gender","Scholarship","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"2329","single",1,1,"amd","evening",1,170,"pt",38,19,"9","2",160.6,"yes","no","no","yes","male","yes",18,"no",0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"2330","married",39,1,"cd","evening",12,110,"pt",37,38,"5","10",130,"no","no","yes","no","male","yes",46,"no",0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout"
"2331","single",43,5,"ssea","daytime",1,110,"pt",34,34,"0","0",110,"no","no","no","yes","male","no",37,"no",0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"2332","single",39,1,"agr","evening",1,133.1,"pt",19,37,"9","7",110,"yes","no","no","yes","male","no",31,"no",0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"2333","single",39,1,"agr","evening",1,133.1,"pt",1,19,"4","10",145.8,"no","no","no","yes","male","no",34,"no",0,6,15,5,13.3333333333333,0,0,6,15,5,12.4,0,12.4,0.5,1.79,"Graduate"
"2334","single",1,6,"amd","evening",1,126,"pt",10,10,"4","4",130.2,"yes","no","no","yes","male","yes",18,"no",0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2335","single",1,1,"amm","evening",1,137,"pt",38,37,"9","9",122.3,"no","no","no","yes","male","yes",18,"no",0,6,7,6,13.5714285714286,0,0,6,6,6,14.3333333333333,0,12.4,0.5,1.79,"Graduate"
"2336","single",17,4,"cd","evening",1,117,"pt",1,1,"3","3",125.4,"yes","no","no","yes","male","yes",19,"no",0,6,6,6,12.8333333333333,0,0,6,7,6,11.1666666666667,0,11.1,0.6,2.02,"Graduate"
"2337","single",43,1,"mngmtea","daytime",1,100,"pt",37,19,"9","4",130,"no","no","no","yes","male","no",40,"no",1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,"Dropout"
"2338","single",39,1,"equi","evening",1,120,"pt",1,38,"9","9",150,"no","no","no","yes","male","no",25,"no",0,6,6,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,"Dropout"
"2339","single",17,5,"ie","evening",1,126,"pt",38,38,"5","9",116.9,"yes","no","yes","yes","male","no",20,"no",0,5,5,4,14.5,0,0,6,8,3,13.3333333333333,0,11.1,0.6,2.02,"Dropout"
"2340","single",17,1,"ie","evening",1,122,"pt",19,19,"9","9",114.7,"no","no","no","yes","male","no",20,"no",0,5,6,5,15.8,0,0,5,8,5,13.7142857142857,0,11.1,0.6,2.02,"Enrolled"
"2341","single",39,1,"agr","evening",1,111,"pt",37,37,"9","10",95.8,"yes","no","no","no","male","no",43,"no",0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"2342","single",17,4,"ie","evening",1,139,"pt",37,19,"9","4",133.1,"yes","no","no","yes","male","no",18,"no",0,5,8,4,12.5,0,0,5,7,3,14.6666666666667,1,7.6,2.6,0.32,"Enrolled"
"2343","single",43,1,"agr","evening",1,150,"pt",2,4,"4","1",150,"no","no","no","yes","male","no",35,"no",16,18,22,18,11.6666666666667,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,"Graduate"
"2344","single",17,2,"mngmtea","daytime",1,116,"pt",37,19,"9","4",118.5,"no","no","no","yes","male","no",23,"no",0,5,6,4,13,0,0,5,5,5,13,0,7.6,2.6,0.32,"Graduate"
"2345","single",17,1,"nurs","evening",1,130,"pt",3,3,"2","2",131.1,"no","no","no","yes","male","no",19,"no",0,7,8,7,12.1214285714286,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,"Graduate"
"2346","single",53,1,"vn","evening",42,150,"pt",1,19,"3","8",150.3,"yes","no","no","yes","male","yes",21,"no",7,11,15,9,14.2222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,"Graduate"
"2347","single",43,1,"amm","evening",1,132,"pt",3,19,"4","8",120.5,"no","no","no","yes","male","no",19,"no",0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,"Enrolled"
"2348","single",18,1,"ie","evening",1,108,"pt",1,1,"4","3",105.6,"yes","no","no","yes","male","no",20,"no",0,5,7,5,12.1666666666667,0,0,5,7,5,15.2857142857143,0,12.4,0.5,1.79,"Graduate"
"2349","single",39,1,"amm","evening",1,133.1,"pt",19,19,"3","3",125.3,"no","yes","no","yes","male","yes",30,"no",0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"2350","divorced",39,1,"tour","evening",1,120,"pt",37,19,"9","9",131,"yes","no","no","yes","male","no",44,"no",0,6,6,6,12.6666666666667,0,0,6,6,6,11.5,0,12.4,0.5,1.79,"Graduate"
"2351","single",18,1,"nurs","evening",1,146,"pt",19,3,"4","9",127,"no","no","no","yes","male","no",19,"no",0,8,8,7,13.6142857142857,0,0,8,8,7,13.6142857142857,0,12.7,3.7,-1.7,"Graduate"
"2352","single",44,1,"equi","evening",39,150,"pt",2,1,"3","6",150,"yes","no","no","yes","male","no",22,"no",11,18,32,12,12.8571428571429,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,"Graduate"
"2353","single",1,1,"equi","evening",1,160,"pt",3,3,"1","2",149.2,"no","no","no","yes","male","no",18,"no",0,5,7,4,14,0,0,5,5,5,14.2,0,7.6,2.6,0.32,"Graduate"
"2354","single",17,1,"amm","evening",1,125,"pt",37,37,"9","9",121.5,"yes","no","no","yes","male","yes",21,"no",0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,"Graduate"
"2355","single",1,2,"vn","evening",1,125,"pt",37,19,"90","90",137.3,"no","no","no","yes","male","no",18,"no",0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,"Dropout"
"2356","single",17,4,"amm","evening",1,122,"pt",3,1,"2","3",119.6,"yes","no","no","yes","male","no",18,"no",0,6,8,6,13.625,0,0,6,7,6,14.2857142857143,0,11.1,0.6,2.02,"Graduate"
"2357","single",1,1,"amd","evening",1,138,"pt",1,1,"4","3",141.5,"no","no","no","yes","male","no",19,"no",0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Graduate"
"2358","single",44,1,"agr","evening",39,150,"pt",1,38,"6","6",150,"yes","no","no","yes","male","no",21,"no",0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,"Dropout"
"2359","single",39,1,"agr","evening",1,140,"pt",3,3,"2","2",110,"no","no","no","yes","male","no",31,"no",0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,"Graduate"
"2360","single",17,5,"tour","evening",1,113,"pt",1,1,"2","3",110.2,"yes","no","no","yes","male","no",21,"no",0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,"Dropout"
"2361","single",39,1,"ie","evening",1,139,"pt",19,19,"9","7",110.3,"no","no","yes","yes","male","no",24,"no",0,5,12,1,10,0,0,5,11,1,11,0,8.9,1.4,3.51,"Enrolled"
"2362","single",42,1,"jc","evening",1,133.1,"pt",19,6,"4","3",120,"no","no","no","yes","male","no",27,"no",0,4,8,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2363","single",1,5,"mngmt","evening",1,118,"pt",19,19,"9","9",114.2,"yes","no","no","yes","male","no",20,"no",0,5,9,3,10.3333333333333,0,0,5,6,5,12.8,0,12.4,0.5,1.79,"Graduate"
"2364","single",44,1,"ie","evening",39,140,"pt",1,19,"4","5",140,"yes","no","no","yes","male","no",22,"no",0,5,9,0,0,0,0,5,6,2,11.6666666666667,0,10.8,1.4,1.74,"Enrolled"
"2365","single",1,1,"agr","evening",1,144,"pt",19,19,"9","9",132.8,"no","no","no","yes","male","yes",19,"no",0,6,9,4,12,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,"Enrolled"
"2366","single",18,1,"jc","evening",1,125,"pt",1,1,"4","7",121.5,"yes","no","no","yes","male","no",19,"no",0,6,6,6,13.8333333333333,0,0,6,6,6,14.5,0,8.9,1.4,3.51,"Graduate"
"2367","single",1,1,"amd","evening",1,131,"pt",1,1,"7","4",127.2,"yes","no","yes","yes","male","no",23,"no",13,17,19,13,12.1538461538462,0,10,17,28,11,11.9090909090909,1,11.1,0.6,2.02,"Enrolled"
"2368","single",17,1,"equi","evening",1,131,"pt",12,12,"2","8",128.2,"yes","no","no","yes","male","no",18,"no",0,6,7,6,14,0,0,6,8,6,13.6666666666667,0,12.4,0.5,1.79,"Graduate"
"2369","single",1,1,"jc","evening",1,140,"pt",3,2,"4","6",133.4,"yes","no","no","no","male","no",29,"no",0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,"Enrolled"
"2370","single",39,1,"equi","evening",1,133.1,"pt",1,19,"4","5",120,"yes","no","no","yes","male","no",29,"no",0,5,11,1,18,2,0,5,10,3,13.3333333333333,2,10.8,1.4,1.74,"Dropout"
"2371","single",44,1,"agr","evening",1,140,"pt",1,1,"4","5",140,"no","no","no","yes","male","no",20,"no",0,6,11,6,11.2857142857143,0,0,6,12,5,11.7777777777778,0,16.2,0.3,-0.92,"Enrolled"
"2372","single",1,5,"amd","evening",1,139,"pt",19,3,"9","2",136.9,"yes","no","no","yes","male","yes",19,"no",0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Graduate"
"2373","single",17,3,"amd","evening",1,125,"pt",3,39,"2","5",117,"yes","yes","no","yes","male","no",22,"no",0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Enrolled"
"2374","single",1,2,"amm","evening",1,117,"pt",3,1,"3","5",110.7,"yes","no","no","yes","male","no",20,"no",0,6,10,5,14,0,0,6,10,6,12,0,11.1,0.6,2.02,"Enrolled"
"2375","single",39,1,"equi","evening",1,150,"pt",19,19,"9","5",160,"yes","no","no","yes","male","no",24,"no",0,5,13,4,13.75,1,0,5,9,3,12,0,9.4,-0.8,-3.12,"Enrolled"
"2376","single",1,1,"amm","evening",1,95,"pt",37,37,"5","8",95,"no","no","no","no","male","no",21,"no",0,6,9,4,13.25,0,0,6,6,5,11,0,12.7,3.7,-1.7,"Dropout"
"2377","single",39,1,"mngmt","evening",1,150,"pt",37,1,"7","3",148.8,"no","no","no","yes","male","yes",25,"no",0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,"Graduate"
"2378","single",39,1,"mngmt","evening",1,120,"pt",37,37,"9","9",110,"no","no","no","no","male","no",32,"no",0,5,9,0,0,1,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2379","single",43,1,"mngmtea","daytime",1,136,"pt",3,4,"2","2",133.9,"no","no","no","no","male","no",26,"no",8,12,12,8,11.25,0,3,8,8,3,11.3333333333333,0,7.6,2.6,0.32,"Dropout"
"2380","single",1,1,"equi","evening",1,133,"pt",2,37,"9","7",125.7,"yes","no","no","yes","male","yes",18,"no",0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,"Graduate"
"2381","single",17,1,"tour","evening",1,125,"pt",1,19,"4","7",116.6,"no","no","no","yes","male","yes",19,"no",0,6,8,5,12.6666666666667,0,0,6,10,6,12.8571428571429,0,16.2,0.3,-0.92,"Graduate"
"2382","single",1,3,"cd","evening",1,127,"pt",19,38,"5","7",141,"yes","no","no","yes","male","yes",19,"no",0,6,6,6,15.1666666666667,0,0,6,6,6,12.3333333333333,0,12.4,0.5,1.79,"Graduate"
"2383","single",7,1,"ie","evening",40,130,"pt",1,1,"4","4",130,"no","no","no","yes","male","no",27,"no",4,6,6,6,13.1666666666667,0,2,5,7,5,15.1428571428571,0,11.1,0.6,2.02,"Dropout"
"2384","single",53,1,"agr","evening",1,130,"pt",19,1,"9","9",130,"no","no","yes","yes","male","no",21,"no",7,12,20,10,11.8,0,5,12,15,9,11.4444444444444,0,8.9,1.4,3.51,"Enrolled"
"2385","single",17,1,"ie","evening",1,127,"pt",19,1,"4","5",115.8,"no","no","no","yes","male","no",20,"no",0,5,10,4,11.5,0,0,5,11,0,0,0,13.9,-0.3,0.79,"Enrolled"
"2386","single",44,1,"cd","evening",39,140,"pt",19,38,"4","0",140,"yes","no","no","yes","male","no",21,"no",0,6,6,6,14.5,0,0,6,8,6,11.3333333333333,0,12.4,0.5,1.79,"Graduate"
"2387","single",1,5,"jc","evening",1,125,"pt",37,3,"5","2",126.1,"yes","no","no","yes","male","no",22,"no",0,6,10,5,13.4,0,0,6,12,3,10.6666666666667,0,9.4,-0.8,-3.12,"Enrolled"
"2388","single",1,1,"amd","evening",1,135,"pt",1,38,"5","7",137.5,"yes","no","yes","no","male","no",19,"no",0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"2389","single",17,4,"mngmt","evening",1,132,"pt",38,19,"5","5",120.8,"yes","no","no","yes","male","yes",18,"no",0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,"Dropout"
"2390","single",39,2,"ss","evening",1,110,"pt",19,1,"5","5",136.5,"no","no","no","yes","male","no",28,"no",0,5,6,0,0,0,0,5,5,0,0,0,13.9,-0.3,0.79,"Dropout"
"2391","married",39,1,"agr","evening",1,130,"pt",1,37,"9","1",122,"no","no","yes","no","male","no",25,"no",3,10,23,6,11.4285714285714,0,2,7,15,4,12,1,15.5,2.8,-4.06,"Dropout"
"2392","single",43,1,"agr","evening",1,130,"pt",37,1,"5","4",130,"no","no","no","yes","male","no",25,"no",8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,"Dropout"
"2393","single",1,1,"mngmt","evening",1,135,"pt",38,19,"9","5",126.3,"no","no","no","yes","male","no",18,"no",0,5,11,2,13.5,0,0,5,11,3,12.3333333333333,0,8.9,1.4,3.51,"Enrolled"
"2394","single",1,1,"tour","evening",1,133.1,"pt",4,19,"4","5",98,"no","no","no","yes","male","no",26,"no",0,6,6,0,0,0,0,6,12,0,0,0,10.8,1.4,1.74,"Dropout"
"2395","single",17,3,"mngmt","evening",1,135,"pt",37,37,"6","5",121,"yes","no","no","yes","male","yes",18,"no",0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,"Graduate"
"2396","single",43,1,"jc","evening",1,128,"pt",19,38,"9","7",124.2,"yes","no","no","yes","male","no",22,"no",0,6,17,3,11.3333333333333,3,0,6,14,3,12.3333333333333,0,15.5,2.8,-4.06,"Enrolled"
"2397","single",39,1,"agr","evening",1,140,"pt",1,3,"4","5",130,"no","no","no","yes","male","no",25,"no",0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"2398","single",1,2,"jc","evening",1,135,"pt",3,1,"4","4",136.1,"yes","no","no","yes","male","no",19,"no",0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,"Enrolled"
"2399","single",17,2,"jc","evening",1,131,"pt",3,19,"2","3",132.8,"yes","no","no","yes","male","no",19,"no",0,6,7,6,14.4285714285714,0,0,6,7,6,14.5714285714286,0,13.9,-0.3,0.79,"Graduate"
"2400","single",17,1,"nurs","evening",1,131,"pt",1,1,"5","5",126.3,"no","no","no","yes","male","no",19,"no",0,7,9,7,12.4928571428571,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,"Graduate"
"2401","divorced",39,1,"ssea","daytime",19,100,"pt",1,37,"9","1",111.5,"no","no","no","yes","male","no",45,"no",2,8,10,4,11.5,0,2,8,13,4,11,0,10.8,1.4,1.74,"Dropout"
"2402","married",39,1,"mngmtea","daytime",1,140,"pt",37,37,"9","9",118.2,"no","no","no","yes","male","no",52,"no",0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,"Graduate"
"2403","single",1,1,"mngmt","evening",1,124,"pt",19,19,"9","3",115.6,"yes","no","no","no","male","no",20,"no",0,5,9,3,12,1,0,5,7,3,11,0,9.4,-0.8,-3.12,"Dropout"
"2404","single",1,1,"nurs","evening",1,130,"pt",38,37,"5","10",117.8,"yes","no","no","yes","male","no",19,"no",0,8,8,7,15.8857142857143,0,0,8,8,7,15.8857142857143,0,10.8,1.4,1.74,"Graduate"
"2405","single",1,1,"nurs","evening",1,142,"pt",1,38,"9","9",127,"no","no","yes","no","male","no",21,"no",0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,"Dropout"
"2406","married",39,1,"ssea","daytime",1,150,"pt",37,37,"9","9",140,"no","no","no","no","male","no",35,"no",0,6,6,6,14,0,0,6,6,6,14.1666666666667,0,9.4,-0.8,-3.12,"Graduate"
"2407","married",39,1,"amd","evening",12,110,"pt",37,37,"7","7",106,"yes","no","no","yes","male","no",36,"no",0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Graduate"
"2408","divorced",39,1,"nurs","evening",19,110,"pt",37,38,"5","5",151,"no","no","yes","no","male","no",47,"no",0,7,7,0,0,7,0,8,8,0,0,8,15.5,2.8,-4.06,"Dropout"
"2409","single",18,1,"mngmtea","daytime",1,112,"pt",43,40,"2","2",106.4,"no","no","no","yes","male","no",22,"no",0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,"Dropout"
"2410","married",39,1,"mngmtea","daytime",1,100,"pt",37,37,"9","9",125.3,"yes","no","no","yes","male","no",41,"no",0,5,8,4,11.25,0,0,5,8,3,11,1,7.6,2.6,0.32,"Dropout"
"2411","single",7,1,"ie","evening",3,130,"pt",34,34,"90","90",130,"no","no","no","yes","male","no",26,"no",0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,"Dropout"
"2412","married",39,1,"ssea","daytime",1,133.1,"pt",34,34,"90","90",116,"no","no","no","no","female","no",51,"no",0,6,13,4,11.25,0,0,6,12,0,0,1,10.8,1.4,1.74,"Dropout"
"2413","married",39,2,"mngmtea","daytime",1,150,"pt",37,37,"9","9",120,"no","no","no","yes","female","no",43,"no",0,5,11,3,10.6666666666667,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,"Enrolled"
"2414","married",39,2,"ssea","daytime",1,100,"pt",34,34,"0","0",100,"yes","no","no","yes","female","no",41,"no",0,6,9,5,11.8,0,1,6,10,3,10.6666666666667,1,7.6,2.6,0.32,"Graduate"
"2415","single",43,2,"mngmt","evening",1,130,"pt",34,37,"9","9",118.5,"yes","no","no","yes","male","no",23,"no",5,10,19,8,11.625,1,4,10,16,10,11.1818181818182,3,7.6,2.6,0.32,"Graduate"
"2416","single",43,2,"ss","evening",1,129,"pt",34,30,"0","5",118.9,"yes","no","no","yes","male","no",22,"no",0,6,11,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2417","single",17,2,"cd","evening",1,127,"pt",37,37,"9","9",119.3,"yes","yes","no","yes","male","yes",25,"no",0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,"Dropout"
"2418","single",43,1,"mngmtea","daytime",1,140,"pt",37,37,"9","9",135.8,"yes","no","no","yes","male","no",25,"no",14,15,16,15,10.8,0,13,14,14,14,11.3571428571429,0,9.4,-0.8,-3.12,"Graduate"
"2419","single",53,1,"amd","evening",42,130,"pt",1,19,"9","9",130,"yes","no","no","no","male","yes",22,"no",5,12,15,11,12.5454545454545,0,4,11,16,11,12.6666666666667,0,8.9,1.4,3.51,"Graduate"
"2420","single",39,1,"agr","evening",1,133.1,"sp",1,1,"192","144",129.8,"no","no","no","yes","male","no",24,"yes",0,7,7,7,13.5714285714286,0,0,6,9,5,13.4,0,8.9,1.4,3.51,"Enrolled"
"2421","single",39,1,"vn","evening",2,140,"pt",38,38,"9","10",150,"no","no","no","yes","male","no",47,"no",0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"2422","married",39,1,"mngmtea","daytime",19,133.1,"pt",37,37,"5","5",111.9,"yes","no","no","yes","male","no",41,"no",0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"2423","single",39,1,"agr","evening",1,120,"pt",37,37,"9","9",150.1,"yes","no","no","yes","male","no",43,"no",0,6,9,6,14.7777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,"Graduate"
"2424","single",39,1,"agr","evening",1,133.1,"pt",1,37,"9","8",130,"no","no","no","yes","male","no",29,"no",0,3,4,0,0,0,0,4,8,0,0,0,16.2,0.3,-0.92,"Dropout"
"2425","single",39,2,"ie","evening",1,120,"pt",37,37,"5","5",128,"no","no","no","yes","male","no",30,"no",0,2,2,0,0,0,0,2,2,0,0,0,7.6,2.6,0.32,"Dropout"
"2426","single",39,2,"mngmt","evening",38,133.1,"pt",19,38,"9","9",102.5,"no","no","no","no","male","no",26,"no",0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,"Dropout"
"2427","single",39,2,"mngmtea","daytime",1,133.1,"pt",19,38,"9","9",102.5,"no","no","no","no","male","no",27,"no",0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,"Dropout"
"2428","married",39,2,"amm","evening",1,100,"pt",37,37,"9","9",110,"no","no","no","yes","male","yes",36,"no",0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,"Graduate"
"2429","single",39,1,"agr","evening",19,133.1,"pt",1,19,"4","10",114,"no","no","no","yes","male","no",29,"no",3,9,13,6,11.6666666666667,0,2,7,10,6,10.8571428571429,0,15.5,2.8,-4.06,"Dropout"
"2430","single",42,1,"ie","evening",1,120,"pt",34,34,"0","0",128.2,"yes","no","no","yes","male","no",35,"no",6,10,12,7,11.2857142857143,0,2,8,8,5,13,0,9.4,-0.8,-3.12,"Dropout"
"2431","single",1,1,"jc","evening",1,128,"pt",38,38,"6","3",116.5,"no","no","no","yes","male","yes",18,"no",0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,"Graduate"
"2432","single",1,1,"mngmtea","daytime",1,172,"pt",38,37,"9","9",149.3,"no","no","no","yes","male","yes",24,"no",0,5,5,5,16,0,0,5,5,5,16,0,8.9,1.4,3.51,"Graduate"
"2433","single",1,3,"jc","evening",1,146,"pt",38,38,"9","7",134.1,"yes","no","no","yes","male","yes",18,"no",0,6,6,6,12.5,0,0,6,7,6,12.6666666666667,0,10.8,1.4,1.74,"Dropout"
"2434","single",17,4,"ie","evening",1,135,"pt",38,37,"5","7",126.6,"yes","no","no","yes","male","no",18,"no",0,5,7,4,12,0,0,5,10,3,13,3,7.6,2.6,0.32,"Enrolled"
"2435","married",43,1,"vn","evening",1,160,"pt",37,37,"9","7",120,"no","no","no","yes","male","no",21,"no",0,5,11,0,0,2,0,5,11,3,11.6666666666667,1,9.4,-0.8,-3.12,"Enrolled"
"2436","single",42,1,"ie","evening",1,150,"pt",38,37,"5","8",133.5,"yes","no","no","yes","male","no",21,"no",0,5,10,5,13,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"2437","single",39,1,"agr","evening",1,130,"pt",1,3,"2","6",110,"no","no","no","yes","male","no",32,"no",8,18,27,13,13.7142857142857,1,7,12,18,12,12.0833333333333,0,15.5,2.8,-4.06,"Graduate"
"2438","single",1,4,"ie","evening",1,111,"pt",37,37,"9","5",107.5,"yes","no","no","yes","male","yes",22,"no",0,5,9,3,12.3333333333333,0,0,6,14,3,12.5,0,11.1,0.6,2.02,"Dropout"
"2439","single",7,1,"agr","evening",3,130,"pt",1,38,"9","7",130,"yes","no","no","no","male","no",32,"no",11,17,31,11,12.7272727272727,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,"Dropout"
"2440","single",43,1,"amm","evening",6,170,"pt",34,34,"0","0",111.6,"no","no","no","yes","male","no",35,"no",1,5,5,1,14,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2441","single",18,3,"mngmt","evening",1,133.1,"pt",1,38,"4","7",101,"yes","no","no","no","male","no",23,"no",0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,"Dropout"
"2442","single",39,1,"ssea","daytime",1,100,"pt",37,37,"6","6",108.3,"no","no","no","yes","male","no",39,"no",0,6,8,5,11.4,0,1,6,12,3,11,1,7.6,2.6,0.32,"Enrolled"
"2443","married",43,1,"amm","evening",1,120,"pt",34,34,"0","0",128.2,"no","no","no","yes","male","no",35,"no",0,5,5,0,0,0,0,5,5,1,10,0,9.4,-0.8,-3.12,"Dropout"
"2444","married",39,1,"agr","evening",3,110,"pt",3,19,"4","6",150,"no","no","no","yes","male","no",32,"no",0,6,8,6,18.875,0,6,12,14,12,17.6923076923077,0,16.2,0.3,-0.92,"Graduate"
"2445","single",1,1,"be","evening",1,133.1,"pt",34,34,"0","0",142.8,"no","no","no","yes","male","no",20,"no",0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,"Dropout"
"2446","single",39,1,"nurs","evening",1,120,"pt",37,37,"9","9",100,"no","no","no","yes","male","no",34,"no",0,7,15,6,11.3333333333333,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,"Enrolled"
"2447","single",7,1,"mngmtea","daytime",40,150,"pt",37,37,"6","6",150,"yes","no","no","yes","male","no",44,"no",3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,"Dropout"
"2448","married",39,1,"tour","evening",19,133.1,"pt",37,19,"9","10",156.5,"no","no","no","yes","male","no",53,"no",7,11,12,2,15,7,4,9,10,3,10,4,16.2,0.3,-0.92,"Graduate"
"2449","single",39,1,"ie","evening",19,120,"pt",37,37,"9","4",98.6,"no","no","yes","no","male","no",28,"no",0,5,10,0,0,0,0,5,7,0,0,0,12.4,0.5,1.79,"Dropout"
"2450","single",7,1,"mngmtea","daytime",3,130,"pt",37,37,"9","9",130,"no","no","no","yes","male","no",31,"no",9,9,9,9,14.2222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,"Dropout"
"2451","single",1,1,"amd","evening",1,130,"pt",1,38,"5","9",118.1,"no","no","yes","no","male","no",18,"no",0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Enrolled"
"2452","single",39,1,"agr","evening",1,100,"pt",1,3,"9","10",120,"no","no","yes","no","male","no",44,"no",2,7,14,4,12,2,0,6,16,0,0,1,15.5,2.8,-4.06,"Dropout"
"2453","single",1,1,"vn","evening",1,142,"pt",1,1,"9","9",127.7,"yes","no","no","yes","male","no",19,"no",0,5,9,5,12.6,1,0,5,8,4,12,0,12.7,3.7,-1.7,"Graduate"
"2454","single",15,1,"amd","evening",1,130,"sm",1,1,"2","9",130,"no","no","no","yes","male","no",21,"yes",6,12,12,12,15.0833333333333,0,4,11,15,11,13.0833333333333,0,8.9,1.4,3.51,"Enrolled"
"2455","single",18,1,"ie","evening",1,148,"pt",3,19,"3","5",147.7,"no","no","no","yes","male","yes",18,"no",0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2456","single",44,1,"agr","evening",39,170,"pt",19,19,"5","5",170,"yes","no","no","yes","male","no",20,"no",0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,"Graduate"
